Geneid	Chr	Start	End	Strand	Length	Drosha_1
mmu-miR-509-5p	chrX	68010149	68010170	-	22	0
mmu-miR-509-3p	chrX	68010115	68010135	-	21	0
mmu-miR-224-5p	chrX	72261085	72261105	-	21	1
mmu-miR-224-3p	chrX	72261037	72261058	-	22	0
mmu-miR-452-5p	chrX	72262271	72262292	-	22	0
mmu-miR-452-3p	chrX	72262235	72262256	-	22	0
mmu-miR-767	chrX	72590050	72590070	-	21	0
mmu-miR-105	chrX	72591547	72591569	-	23	0
mmu-miR-2137	chrX	72992113	72992133	+	21	1
mmu-miR-5132-5p	chrX	74023571	74023591	-	21	2
mmu-miR-5132-3p	chrX	74023534	74023554	-	21	0
mmu-miR-718	chrX	74023857	74023877	-	21	0
mmu-miR-7091-5p	chrX	74274083	74274105	-	23	0
mmu-miR-7091-3p	chrX	74274027	74274047	-	21	0
mmu-miR-7092-5p	chrX	74317367	74317389	+	23	0
mmu-miR-7092-3p	chrX	74317406	74317429	+	24	0
mmu-miR-7673-5p	chrX	94274574	94274595	+	22	0
mmu-miR-7673-3p	chrX	94274615	94274637	+	23	0
mmu-miR-223-5p	chrX	96242842	96242864	+	23	0
mmu-miR-223-3p	chrX	96242884	96242905	+	22	0
mmu-miR-676-5p	chrX	100381114	100381135	+	22	0
mmu-miR-676-3p	chrX	100381151	100381171	+	21	0
mmu-miR-421-5p	chrX	103572966	103572986	-	21	0
mmu-miR-421-3p	chrX	103572930	103572952	-	23	0
mmu-miR-374b-5p	chrX	103573112	103573133	-	22	0
mmu-miR-374b-3p	chrX	103573075	103573096	-	22	0
mmu-miR-374c-5p	chrX	103573086	103573105	+	20	0
mmu-miR-374c-3p	chrX	103573113	103573131	+	19	0
mmu-miR-672-5p	chrX	104116228	104116250	-	23	4
mmu-miR-672-3p	chrX	104116192	104116212	-	21	0
mmu-miR-384-5p	chrX	105344332	105344354	-	23	0
mmu-miR-384-3p	chrX	105344292	105344313	-	22	0
mmu-miR-325-5p	chrX	105379142	105379164	-	23	0
mmu-miR-325-3p	chrX	105379105	105379126	-	22	0
mmu-miR-6382	chrX	106309909	106309932	+	24	0
mmu-miR-361-5p	chrX	113074867	113074888	-	22	6
mmu-miR-361-3p	chrX	113074827	113074851	-	25	2
mmu-miR-3112-5p	chrX	134075330	134075350	+	21	0
mmu-miR-3112-3p	chrX	134075366	134075386	+	21	0
mmu-miR-7093-5p	chrX	134757636	134757657	+	22	1
mmu-miR-7093-3p	chrX	134757711	134757731	+	21	0
mmu-miR-7646-5p	chrX	135746716	135746737	+	22	0
mmu-miR-7646-3p	chrX	135746749	135746769	+	21	0
mmu-miR-1970	chrX	135786174	135786196	-	23	0
mmu-miR-6383	chrX	136183262	136183282	+	21	0
mmu-miR-3475-3p	chrX	140310992	140311012	+	21	0
mmu-miR-3475-5p	chrX	140310949	140310970	+	22	0
mmu-miR-652-5p	chrX	142739020	142739043	+	24	1
mmu-miR-652-3p	chrX	142739060	142739080	+	21	2
mmu-miR-3472	chrX	145039390	145039414	+	25	0
mmu-miR-3552	chrX	146999424	146999444	+	21	0
mmu-miR-764-5p	chrX	147002285	147002303	+	19	0
mmu-miR-764-3p	chrX	147002324	147002345	+	22	0
mmu-miR-1912-5p	chrX	147009456	147009477	+	22	0
mmu-miR-1912-3p	chrX	147009493	147009514	+	22	0
mmu-miR-1264-5p	chrX	147010614	147010635	+	22	0
mmu-miR-1264-3p	chrX	147010655	147010676	+	22	0
mmu-miR-1298-5p	chrX	147064918	147064939	+	22	0
mmu-miR-1298-3p	chrX	147064970	147064991	+	22	0
mmu-miR-448-5p	chrX	147158221	147158242	+	22	0
mmu-miR-448-3p	chrX	147158281	147158302	+	22	0
mmu-miR-3620-5p	chrX	150547424	150547445	-	22	0
mmu-miR-3620-3p	chrX	150547385	150547406	-	22	0
mmu-miR-3113-5p	chrX	151859575	151859596	+	22	0
mmu-miR-3113-3p	chrX	151859606	151859625	+	20	0
mmu-let-7f-2-3p	chrX	151912403	151912423	+	21	0
mmu-miR-98-5p	chrX	151913229	151913250	+	22	0
mmu-miR-98-3p	chrX	151913287	151913308	+	22	0
mmu-miR-3473a	chrX	162874920	162874937	-	18	0
